45.0,188,122,20,1,1,0,1,1,1,0,1,1,0,0,0.0,0.0
45.0,188,122,20,1,0,1,1,1,0,1,1,0,1,3,0.0,0.0
45.0,188,122,20,0,1,1,1,0,1,1,0,1,1,4,0.0,0.0
45.0,188,122,20,1,1,1,0,1,1,0,1,1,1,0,0.0,0.0
45.0,188,122,20,1,1,0,1,1,0,1,1,1,1,1,0.0,0.0
45.0,188,122,20,1,0,1,1,0,1,1,1,1,1,2,0.0,0.0
45.0,188,122,20,0,1,1,0,1,1,1,1,1,1,4,0.0,0.0
45.0,188,122,20,1,1,0,1,1,1,1,1,1,1,0,0.0,0.0
45.0,188,122,20,1,0,1,1,1,1,1,1,1,1,0,0.0,0.0
45.0,188,122,20,0,1,1,1,1,1,1,1,1,0,3,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,1,1,0,1,1,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,1,0,1,1,2,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,0,1,1,1,3,0.0,0.0
45.0,188,122,20,1,1,1,1,1,0,1,1,1,1,2,0.0,0.0
45.0,188,122,20,1,1,1,1,0,1,1,1,1,1,0,0.0,0.0
45.0,188,122,20,1,1,1,0,1,1,1,1,1,1,2,0.0,0.0
45.0,188,122,20,1,1,0,1,1,1,1,1,1,1,3,0.0,0.0
45.0,188,122,20,1,0,1,1,1,1,1,1,1,0,2,0.0,0.0
45.0,188,122,20,0,1,1,1,1,1,1,1,0,1,4,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,1,0,1,1,2,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,0,1,1,1,4,0.0,0.0
45.0,188,122,20,1,1,1,1,1,0,1,1,1,1,2,0.0,0.0
45.0,188,122,20,1,1,1,1,0,1,1,1,1,1,3,0.0,0.0
45.0,188,122,20,1,1,1,0,1,1,1,1,1,1,2,0.0,0.0
45.0,188,122,20,1,1,0,1,1,1,1,1,1,1,2,0.0,0.0
45.0,188,122,20,1,0,1,1,1,1,1,1,1,2,2,0.0,0.0
45.0,188,122,20,0,1,1,1,1,1,1,1,2,1,4,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,1,2,1,1,3,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,2,1,1,1,2,0.0,0.0
45.0,188,122,20,1,1,1,1,1,2,1,1,1,1,3,0.0,0.0
45.0,188,122,20,1,1,1,1,2,1,1,1,1,0,3,0.0,0.0
45.0,188,122,20,1,1,1,2,1,1,1,1,0,1,3,0.0,0.0
45.0,188,122,20,1,1,2,1,1,1,1,0,1,1,2,0.0,0.0
45.0,188,122,20,1,2,1,1,1,1,0,1,1,1,2,0.0,0.0
45.0,188,122,20,2,1,1,1,1,0,1,1,1,1,2,0.0,0.0
45.0,188,122,20,1,1,1,1,0,1,1,1,1,1,3,0.0,0.0
45.0,188,122,20,1,1,1,0,1,1,1,1,1,1,0,0.0,0.0
45.0,188,122,20,1,1,0,1,1,1,1,1,1,2,1,0.0,0.0
45.0,188,122,20,1,0,1,1,1,1,1,1,2,1,3,0.0,0.0
45.0,188,122,20,0,1,1,1,1,1,1,2,1,2,1,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,2,1,2,1,2,0.0,0.0
45.0,188,122,20,1,1,1,1,1,2,1,2,1,2,4,0.0,0.0
45.0,188,122,20,1,1,1,1,2,1,2,1,2,1,2,0.0,0.0
45.0,188,122,20,1,1,1,2,1,2,1,2,1,2,2,0.0,0.0
45.0,188,122,20,1,1,2,1,2,1,2,1,2,1,1,0.0,0.0
45.0,188,122,20,1,2,1,2,1,2,1,2,1,1,2,0.0,0.0
45.0,188,122,20,2,1,2,1,2,1,2,1,1,1,2,0.0,0.0
45.0,188,122,20,1,2,1,2,1,2,1,1,1,1,1,0.0,0.0
45.0,188,122,20,2,1,2,1,2,1,1,1,1,1,2,0.0,0.0
45.0,188,122,20,1,2,1,2,1,1,1,1,1,2,2,0.0,0.0
45.0,188,122,20,2,1,2,1,1,1,1,1,2,1,3,0.0,0.0
45.0,188,122,20,1,2,1,1,1,1,1,2,1,1,1,0.0,0.0
45.0,188,122,20,2,1,1,1,1,1,2,1,1,1,1,0.0,0.0
45.0,188,122,20,1,1,1,1,1,2,1,1,1,1,3,0.0,0.0
45.0,188,122,20,1,1,1,1,2,1,1,1,1,1,1,0.0,0.0
45.0,188,122,20,1,1,1,2,1,1,1,1,1,1,3,0.0,0.0
45.0,188,122,20,1,1,2,1,1,1,1,1,1,1,3,0.0,0.0
45.0,188,122,20,1,2,1,1,1,1,1,1,1,1,1,0.0,0.0
45.0,188,122,20,2,1,1,1,1,1,1,1,1,1,4,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,1,1,1,1,2,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,1,1,1,2,2,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,1,1,2,1,2,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,1,2,1,1,1,0.0,0.0
45.0,188,122,20,1,1,1,1,1,1,2,1,1,1,2,0.0,0.0
45.0,188,122,20,1,1,1,1,1,2,1,1,1,1,3,0.0,0.0
45.0,188,122,20,1,1,1,1,2,1,1,1,1,2,2,0.0,0.0
